-2.138395702968054835e+01,1.690045631232043277e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.483500717360114685e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.690045631232043277e+01,-3.337432576652621208e+01,5.051270394504217442e+00,5.671506352087114067e+00,5.751092707614446908e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.051270394504217442e+00,-1.089819783413469167e+01,5.846927439630474233e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.671506352087114067e+00,5.846927439630474233e+00,-3.706374128879331664e+01,2.374732842555212287e+01,0.000000000000000000e+00,1.797979071523607475e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.483500717360114685e+00,5.751092707614446908e+00,0.000000000000000000e+00,2.374732842555212287e+01,-3.794986090298284154e+01,3.967939052456153970e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.967939052456153970e+00,-2.058110693596470853e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.027652086475615789e+00,3.909151323247723298e+00,7.676364473785215914e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.797979071523607475e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.733079700779651233e+01,1.183431952662721898e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.698498409645683882e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.183431952662721898e+01,-1.704075468047737729e+01,5.206435153850159203e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.027652086475615789e+00,0.000000000000000000e+00,5.206435153850159203e+00,-1.023408724032577410e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.909151323247723298e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.912153124328371590e+00,5.003001801080648292e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.676364473785215914e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.003001801080648292e+00,-1.555276435543594538e+01,2.873398080570082058e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.698498409645683882e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.873398080570082058e+00,-6.571896490215765496e+00
